6vuvxAILv0uQo4C,Macrotus californicus,1.5880953599999992
9L1p08Binu8w6Wx,Macrotus californicus,0.6240651100000001
linear pool,Myotis velifer,0.3790922725674494
ddvTUD1Qrksp0uJ,Myotis velifer,0.663742400000001
WQyLHmHZXLd7qQq,Myotis velifer,0.39996162999999996
linear pool,Nyctinomops femorosaccus,0.21138999695087488
TwGZY1RRjbNX16F,Nyctinomops femorosaccus,0.22007539999999992
WQyLHmHZXLd7qQq,Nyctinomops femorosaccus,0.27134160999999996
9arDsxSVXC0783b,Nyctinomops femorosaccus,0.4110179999999999
linear pool,Parastrellus hesperus,0.14006062942946762
TwGZY1RRjbNX16F,Parastrellus hesperus,0.12881099999999993
WQyLHmHZXLd7qQq,Parastrellus hesperus,0.31015110999999995
linear pool,Myotis auriculus,0.5231879460862301
WQyLHmHZXLd7qQq,Myotis auriculus,0.3645487
zYJdowXhsVGOzG4,Myotis auriculus,1.0296070000000002
9arDsxSVXC0783b,Myotis auriculus,0.5209148000000005
TwGZY1RRjbNX16F,Mormoops megalophylla,0.8126200000000018
linear pool,Myotis californicus,0.1886379558517416
WQyLHmHZXLd7qQq,Myotis californicus,0.3161607999999999
9arDsxSVXC0783b,Myotis californicus,0.8645940000000009
3NW54nFIXVtnrvm,Myotis californicus,0.008094080000000007
linear pool,Lasiurus ega,0.22694169324820876
TwGZY1RRjbNX16F,Lasiurus ega,0.11954825999999993
FH4Pa8gj75xDFdz,Lasiurus ega,2.1262202999999986
linear pool,Lasiurus intermedius,0.253682848175564
TwGZY1RRjbNX16F,Lasiurus intermedius,0.028548340000000023
FjHXK9valXBaGTO,Lasiurus intermedius,0.7983564000000013
AaE6Hh920wkI5BD,Lasiurus intermedius,0.5054684400000002
linear pool,Tadarida brasiliensis,0.6739952384654059
uWYRNyMuXsIBygU,Tadarida brasiliensis,2.290447999999999
WQyLHmHZXLd7qQq,Tadarida brasiliensis,0.47706461999999994
CyoMlAObRVPHg2X,Tadarida brasiliensis,0.7391550000000008
linear pool,Myotis occultus,0.9363804496383685
zYJdowXhsVGOzG4,Myotis occultus,2.539803419999999
WQyLHmHZXLd7qQq,Myotis occultus,0.5404450000000002
9arDsxSVXC0783b,Myotis occultus,0.9578186100000017
linear pool,Myotis grisescens,0.059474325238577264
MdTSkVhvPRhnKtQ,Myotis grisescens,0.0010999999999999996
H4nNkEdFZtjiGBy,Myotis grisescens,0.17405620999999993
FjHXK9valXBaGTO,Myotis grisescens,0.2475149999999999
i19lifQwkyqZrrf,Myotis grisescens,0.11918594999999993
7U33oPs763ykNj1,Myotis grisescens,0.43437879999999995
linear pool,Myotis austroriparius,0.4446362493768208
AaE6Hh920wkI5BD,Myotis austroriparius,1.009760000000001
FjHXK9valXBaGTO,Myotis austroriparius,0.5750620000000003
MdTSkVhvPRhnKtQ,Myotis austroriparius,0.027174600000000014
linear pool,Myotis lucifugus,0.9509174567075683
hCI4pQLE1mr6CYo,Myotis lucifugus,2.5091699999999997
W0Ou43JZrjuzA7e,Myotis lucifugus,0.9493693200000004
3NW54nFIXVtnrvm,Myotis lucifugus,0.6833607200000006
vYXNUaCTm6GzgaO,Myotis lucifugus,0.34009999999999996
linear pool,Corynorhinus rafinesquii,0.8454176624996841
v6efNgP1FxK6yBM,Corynorhinus rafinesquii,1.0768466799999998
AaE6Hh920wkI5BD,Corynorhinus rafinesquii,0.5817714400000011
FjHXK9valXBaGTO,Corynorhinus rafinesquii,1.09798785
xUkvklf8jr4kRcB,Lasiurus borealis,1.6816199
linear pool,Lasiurus seminolus,0.9453251629871184
xUkvklf8jr4kRcB,Lasiurus seminolus,1.5550730899999985
FjHXK9valXBaGTO,Lasiurus seminolus,1.0574920000000012
linear pool,Nycticeius humeralis,0.5776199398427402
QSFa4ka1wwLFos5,Nycticeius humeralis,0.42740112
FjHXK9valXBaGTO,Nycticeius humeralis,1.003357000000001
linear pool,Lasiurus semotus,0.2947215762110879
ugWAVTQzIuVt3Gp,Lasiurus semotus,1.1091472599999999
6Hx7csRYPs3noB7,Lasiurus semotus,0.1728391799999999
